selling_price (in lakhs),age,seller_type,km_driven (in thousands),owner_type,fuel_type,transmission_type,mileage,engine_size (in cc),max_power (in bhp),seats,maker,model,variant
3.65,6.0,Dealer,34.0,First Owner,Petrol,Manual,23.1,998,67.04,5,MARUTI,CELERIO,LXI
10.99,7.0,Dealer,56.0,First Owner,Petrol,Automatic,12.1,2362,164.7,5,TOYOTA,CAMRY,A/T
3.0,7.0,Individual,50.0,First Owner,Petrol,Manual,20.51,998,67.04,5,MARUTI,WAGON,R STINGRAY VXI
4.15,2.0,Individual,10.0,First Owner,Petrol,Manual,15.37,1196,73.0,5,MARUTI,EECO,5 SEATER AC BSIV
5.25,3.0,Individual,25.0,First Owner,Petrol,Manual,19.44,999,75.0,5,VOLKSWAGEN,AMEO,1.0 MPI COMFORTLINE
7.8,4.0,Individual,60.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA ZDI
4.25,6.0,Dealer,52.0,First Owner,Petrol,Manual,17.5,1197,85.8,5,MARUTI,SWIFT,DZIRE 1.2 LXI BSIV
19.95,5.0,Dealer,87.0,First Owner,Petrol,Automatic,19.16,2494,158.2,5,TOYOTA,CAMRY,HYBRID
4.25,6.0,Dealer,33.0,First Owner,Petrol,Automatic,20.51,998,67.04,5,MARUTI,WAGON,R STINGRAY AMT VXI
4.75,3.0,Dealer,22.0,First Owner,Petrol,Manual,18.9,1197,81.86,5,HYUNDAI,GRAND,I10 MAGNA PETROL BSIV
19.5,5.0,Dealer,32.0,First Owner,Petrol,Automatic,15.04,1991,183.0,5,MERCEDES-BENZ,CLA,200 CGI SPORT
8.95,3.0,Dealer,29.0,First Owner,Diesel,Automatic,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI AMT
18.65,2.0,Dealer,4.1,First Owner,Petrol,Automatic,13.96,1451,141.0,5,MG,HECTOR,SHARP AT BSIV
5.9,4.0,Dealer,39.0,First Owner,Petrol,Manual,18.6,1197,81.86,5,HYUNDAI,I20,PETROL SPOTZ
14.75,5.0,Dealer,18.0,First Owner,Petrol,Manual,11.25,2694,163.7,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.7 VX MT BSIV
42.0,5.0,Dealer,40.0,First Owner,Diesel,Automatic,15.97,2993,258.0,5,BMW,X5,XDRIVE 30D M SPORT
3.95,9.0,Dealer,58.0,First Owner,Diesel,Manual,20.77,1248,88.76,7,MARUTI,ERTIGA,VDI
55.0,7.0,Dealer,20.001,First Owner,Diesel,Automatic,13.5,2987,282.0,5,MERCEDES-BENZ,S-CLASS,S 350 CDIL
1.75,7.0,Individual,60.0,First Owner,Petrol,Manual,15.6,1196,70.02,5,FORD,FIGO,PETROL EXI
4.44,6.0,Dealer,60.5,First Owner,Petrol,Manual,18.0,1198,86.7,5,HONDA,AMAZE,S I-VTECH
12.1,8.0,Dealer,79.0,First Owner,Diesel,Automatic,17.11,1968,174.33,5,AUDI,A4,2.0 TDI 177 BHP PREMIUM PLUS
3.52,10.0,Individual,60.0,First Owner,Petrol,Manual,17.0,1497,118.0,5,HONDA,CITY,1.5 V MT
1.8,12.0,Individual,49.1,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,SPORTZ OPTION
61.99,4.0,Dealer,29.0,First Owner,Diesel,Automatic,11.0,2987,258.0,7,MERCEDES-BENZ,GLS,2016-2020 350D 4MATIC
14.8,4.0,Individual,67.0,First Owner,Diesel,Automatic,11.36,2755,171.5,8,TOYOTA,INNOVA,CRYSTA 2016-2020 2.8 GX AT 8S BSIV
2.85,11.0,Dealer,80.0,First Owner,Petrol,Manual,14.8,1799,130.2,5,HONDA,CIVIC,1.8 V MT
3.6,11.0,Dealer,56.0,First Owner,Petrol,Manual,14.8,1799,130.2,5,HONDA,CIVIC,1.8 S MT
24.0,7.0,Dealer,24.0,First Owner,Diesel,Automatic,11.1,2400,200.0,7,VOLVO,XC,90 D5 AT AWD
1.85,10.0,Dealer,57.349,First Owner,Diesel,Manual,20.0,1399,68.0,5,FORD,FIGO,DIESEL TITANIUM
2.65,9.0,Dealer,68.0,First Owner,Petrol,Manual,19.4,1198,86.8,5,HONDA,BRIO,S MT
6.37,4.0,Dealer,14.0,First Owner,Petrol,Manual,21.4,1197,83.1,5,MARUTI,BALENO,ZETA 1.2
13.25,9.0,Dealer,43.0,First Owner,Diesel,Automatic,17.68,1968,174.33,5,AUDI,A6,2.0 TDI PREMIUM PLUS
7.5,4.0,Dealer,58.0,First Owner,Petrol,Manual,20.73,1373,91.1,5,MARUTI,CIAZ,1.4 ZETA
5.25,6.0,Dealer,63.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC V
5.5,8.0,Dealer,68.0,First Owner,Diesel,Automatic,14.39,1998,163.7,5,CHEVROLET,CRUZE,LTZ AT
4.75,5.0,Dealer,35.0,First Owner,Petrol,Manual,19.1,1197,85.8,5,MARUTI,SWIFT,DZIRE VXI
15.75,5.0,Dealer,55.0,First Owner,Petrol,Automatic,12.0,2354,187.4,5,HONDA,CR-V,2.4L 4WD AT
3.45,9.0,Dealer,53.0,First Owner,Petrol,Manual,17.0,1197,80.0,5,HYUNDAI,I20,1.2 SPORTZ
26.75,3.0,Dealer,17.0,First Owner,Diesel,Automatic,12.62,2198,158.0,7,FORD,ENDEAVOUR,2.2 TREND AT 4X2
7.85,3.0,Trustmark Dealer,32.224,First Owner,Petrol,Manual,13.87,1498,104.55,5,RENAULT,CAPTUR,1.5 PETROL RXT
2.0,8.0,Individual,120.0,First Owner,CNG,Manual,13.2,1495,93.7,5,HYUNDAI,ACCENT,EXECUTIVE CNG
2.6,7.0,Dealer,47.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R LXI
36.5,4.0,Dealer,33.0,First Owner,Diesel,Automatic,0.0,1950,194.0,5,MERCEDES-BENZ,GLC,220D 4MATIC
11.93,4.0,Dealer,33.0,First Owner,Diesel,Manual,21.43,1364,87.2,5,TOYOTA,COROLLA,ALTIS D-4D JS
24.99,3.0,Dealer,46.5,First Owner,Diesel,Automatic,15.17,1968,181.0,5,AUDI,Q3,35 TDI QUATTRO PREMIUM PLUS
3.8,3.0,Dealer,55.0,First Owner,CNG,Manual,33.54,998,67.04,5,MARUTI,WAGON,R CNG LXI BSIV
3.65,5.0,Dealer,61.193,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R VXI
3.85,4.0,Dealer,15.0,First Owner,Petrol,Manual,17.3,1061,64.0,5,MARUTI,WAGON,R VXI BSIII W/ ABS
4.2,2.0,Dealer,30.0,First Owner,Petrol,Manual,21.63,998,67.04,5,MARUTI,CELERIO,VXI
2.75,13.0,Dealer,50.0,First Owner,Petrol,Manual,17.0,1497,118.0,5,HONDA,CITY,1.5 S MT
6.5,6.0,Individual,90.0,First Owner,Diesel,Manual,15.4,2179,120.0,7,MAHINDRA,SCORPIO,S6 7 SEATER
2.75,9.0,Dealer,64.0,First Owner,Diesel,Manual,22.9,1248,74.0,5,MARUTI,SWIFT,STAR LDI
10.51,4.0,Dealer,55.598,First Owner,Diesel,Manual,25.6,1498,97.9,5,HONDA,CITY,I-DTEC ZX
7.8,3.0,Dealer,20.0,First Owner,Diesel,Manual,24.3,1248,88.5,5,MARUTI,VITARA,BREZZA VDI OPTION
5.5,6.0,Individual,75.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC V
5.32,6.0,Dealer,73.521,First Owner,Diesel,Manual,21.7,1498,98.96,5,FORD,ECOSPORT,2015-2021 1.5 DIESEL TITANIUM
3.25,9.0,Dealer,78.0,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI
3.65,7.0,Dealer,60.0,First Owner,Diesel,Manual,25.4,1186,73.97,5,HYUNDAI,XCENT,1.2 CRDI SX
2.4,11.0,Dealer,80.0,First Owner,Petrol,Manual,19.81,1086,68.05,5,HYUNDAI,I10,ERA 1.1
5.56,7.0,Dealer,88.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC V
8.9,6.0,Dealer,53.0,First Owner,Petrol,Automatic,14.28,1798,138.03,5,TOYOTA,COROLLA,ALTIS 1.8 G CVT
8.25,4.0,Dealer,70.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC VX OPTION
69.75,2.0,Dealer,25.5,First Owner,Diesel,Automatic,17.2,1969,235.0,7,VOLVO,XC90,D5 INSCRIPTION BSIV
17.5,11.0,Dealer,52.0,First Owner,Petrol,Automatic,10.13,3498,364.9,5,MERCEDES-BENZ,S-CLASS,S 350 L
9.93,5.0,Dealer,57.0,First Owner,Diesel,Manual,16.0,1997,140.0,7,MAHINDRA,XUV500,W8 1.99 MHAWK
14.75,2.0,Dealer,12.0,First Owner,Diesel,Manual,17.0,1956,167.67,5,TATA,HARRIER,XT
12.9,9.0,Dealer,38.0,First Owner,Petrol,Automatic,13.6,1598,181.0,4,MINI,COOPER,S CARBON EDITION
37.0,6.0,Dealer,47.5,First Owner,Diesel,Automatic,15.97,2993,258.0,5,BMW,X5,XDRIVE 30D DESIGN PURE EXPERIENCE 5 SEATER
4.65,5.0,Dealer,2.2,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,ZXI AT OPTIONAL
3.5,8.0,Dealer,55.0,First Owner,Diesel,Manual,20.34,1498,103.2,5,VOLKSWAGEN,VENTO,1.5 TDI COMFORTLINE
3.25,7.0,Dealer,29.0,First Owner,Petrol,Manual,17.57,1193,88.7,5,TATA,ZEST,REVOTRON 1.2 XT
3.75,7.0,Dealer,52.0,First Owner,Petrol,Manual,18.0,1198,86.7,5,HONDA,AMAZE,VX O I VTEC
3.24,8.0,Dealer,65.0,First Owner,Diesel,Manual,20.54,1598,103.6,5,VOLKSWAGEN,VENTO,DIESEL TRENDLINE
8.25,4.0,Dealer,85.0,First Owner,Diesel,Manual,22.1,1396,88.7,5,HYUNDAI,CRETA,1.4 E PLUS
12.49,4.0,Dealer,45.023,First Owner,Diesel,Manual,15.4,2179,120.0,7,MAHINDRA,SCORPIO,INTELLI HYBRID S10
17.5,4.0,Dealer,75.0,First Owner,Petrol,Automatic,12.0,2354,187.4,5,HONDA,CR,V 2.4L 4WD AT AVN
33.0,2.0,Dealer,45.0,First Owner,Diesel,Automatic,12.9,2755,174.5,7,TOYOTA,FORTUNER,2016-2021 2.8 2WD AT BSIV
8.0,4.0,Trustmark Dealer,36.591,First Owner,Petrol,Manual,17.8,1497,117.3,5,HONDA,CITY,I VTEC V
6.75,5.0,Dealer,72.0,First Owner,Diesel,Manual,21.7,1498,98.96,5,FORD,ECOSPORT,2015-2021 1.5 DIESEL TITANIUM
5.1,7.0,Dealer,55.0,First Owner,Petrol,Manual,15.8,1499,110.0,5,FORD,ECOSPORT,1.5 TI VCT MT TREND
4.25,8.0,Dealer,70.931,First Owner,Diesel,Manual,19.01,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXZ
5.5,5.0,Dealer,60.0,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,2015-2017 ASTA OPTION 1.2
2.99,5.0,Dealer,58.0,First Owner,Petrol,Manual,18.9,998,67.1,5,MARUTI,WAGON,R LX BS IV
36.8,4.0,Dealer,36.0,First Owner,Diesel,Automatic,19.2,1968,187.74,5,AUDI,A5,SPORTBACK
7.6,5.0,Dealer,58.5,First Owner,Diesel,Manual,19.67,1582,126.2,5,HYUNDAI,CRETA,1.6 CRDI SX
2.99,8.0,Dealer,53.0,First Owner,Diesel,Manual,22.07,1199,73.9,5,VOLKSWAGEN,POLO,DIESEL TRENDLINE 1.2L
4.25,10.0,Dealer,63.0,First Owner,Petrol,Automatic,10.0,2393,175.6,5,MARUTI,KIZASHI,CVT
5.5,6.0,Dealer,51.342,First Owner,Petrol,Manual,16.02,1373,93.7,7,MARUTI,ERTIGA,VXI ABS
6.5,4.0,Dealer,39.0,First Owner,Diesel,Manual,26.21,1248,88.5,5,MARUTI,CIAZ,ZDI PLUS
7.35,4.0,Dealer,55.0,First Owner,Diesel,Manual,28.09,1248,88.5,5,MARUTI,CIAZ,VDI PLUS SHVS
4.35,5.0,Dealer,45.0,First Owner,Petrol,Manual,20.4,1197,81.8,5,MARUTI,SWIFT,LXI OPTION
1.99,11.0,Dealer,42.0,First Owner,Petrol,Manual,15.7,1368,112.4,5,FIAT,LINEA,T JET EMOTION
4.75,8.0,Dealer,68.0,First Owner,Diesel,Automatic,22.32,1582,126.32,5,HYUNDAI,VERNA,1.6 SX CRDI (O) AT
5.65,5.0,Dealer,60.001,First Owner,Petrol,Automatic,21.4,1197,83.1,5,MARUTI,BALENO,ZETA AUTOMATIC
2.95,8.0,Dealer,61.0,First Owner,Petrol,Manual,19.4,1198,86.8,5,HONDA,BRIO,S MT
4.25,8.0,Dealer,53.0,First Owner,Petrol,Automatic,15.5,1198,86.7,5,HONDA,AMAZE,VX AT I-VTECH
8.33,6.0,Dealer,58.0,First Owner,Diesel,Automatic,17.01,1582,126.2,5,HYUNDAI,CRETA,1.6 CRDI AT SX PLUS
2.36,9.0,Dealer,45.0,First Owner,Petrol,Manual,14.0,1061,64.0,5,MARUTI,WAGON,R LXI BSIII
5.5,9.0,Dealer,67.0,First Owner,Diesel,Manual,12.99,2494,100.0,7,TOYOTA,INNOVA,2.5 GX (DIESEL) 7 SEATER
9.5,4.0,Individual,110.0,First Owner,Diesel,Manual,17.6,2179,147.94,7,TATA,HEXA,XE
16.0,3.0,Dealer,36.0,First Owner,Diesel,Manual,13.68,2393,147.8,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.4 GX MT BSIV
3.9,7.0,Dealer,55.0,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,VXI
5.7,3.0,Dealer,18.0,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,VXI 2018
3.2,3.0,Dealer,9.8,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
4.0,7.0,Trustmark Dealer,35.55,First Owner,Petrol,Manual,17.71,1197,78.9,5,TOYOTA,ETIOS,LIVA G
9.25,2.0,Dealer,16.0,First Owner,Petrol,Manual,17.4,1497,117.6,5,HONDA,CITY,SV MT
6.5,5.0,Dealer,56.0,First Owner,Diesel,Manual,28.09,1248,88.5,5,MARUTI,CIAZ,ZDI PLUS SHVS
2.49,8.0,Dealer,30.0,First Owner,Petrol,Manual,23.95,998,67.05,5,MARUTI,ALTO,K10 VXI
19.25,7.0,Dealer,42.0,First Owner,Diesel,Automatic,22.48,1995,187.74,5,BMW,5,SERIES 520D LUXURY LINE
1.85,10.0,Dealer,60.0,First Owner,Diesel,Manual,18.8,1248,90.0,5,TATA,MANZA,AURA PLUS QUADRAJET
4.5,5.0,Dealer,45.0,First Owner,Petrol,Manual,17.8,1198,86.7,5,HONDA,AMAZE,S I-VTEC
2.16,6.0,Individual,90.0,First Owner,CNG,Manual,30.46,796,47.3,5,MARUTI,ALTO,800 CNG LXI
3.99,8.0,Dealer,50.0,First Owner,Diesel,Manual,22.27,1498,108.6,5,VOLKSWAGEN,VENTO,1.5 TDI HIGHLINE
9.0,5.0,Individual,25.0,First Owner,Diesel,Manual,16.55,2498,105.0,6,MAHINDRA,THAR,CRDE
14.75,6.0,Dealer,7.0,First Owner,Diesel,Automatic,15.0,2147,107.3,5,MERCEDES-BENZ,B,CLASS B200 SPORT CDI
5.48,3.0,Dealer,32.547,First Owner,Petrol,Manual,17.5,1199,88.7,5,HONDA,WR-V,I-VTEC VX
2.8,5.0,Trustmark Dealer,46.583,First Owner,Petrol,Manual,25.17,799,53.3,5,RENAULT,KWID,RXT
25.75,6.0,Dealer,24.5,First Owner,Diesel,Automatic,20.7,1496,113.98,5,MINI,5,DOOR COOPER D
14.5,4.0,Dealer,54.0,First Owner,Diesel,Manual,13.68,2393,147.8,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.4 GX MT BSIV
4.5,5.0,Individual,46.0,First Owner,Diesel,Manual,25.2,1248,74.0,5,MARUTI,SWIFT,VDI OPTIONAL
9.75,5.0,Dealer,44.89,First Owner,Diesel,Automatic,16.0,1997,140.0,7,MAHINDRA,XUV500,AT W6 1.99 MHAWK
3.0,7.0,Individual,120.0,First Owner,Diesel,Manual,21.2,1248,75.0,5,FIAT,GRANDE,PUNTO EVO 1.3 ACTIVE
5.04,6.0,Individual,57.7,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,ASTA 1.2
8.75,3.0,Dealer,16.0,First Owner,Petrol,Automatic,17.21,1197,103.5,5,VOLKSWAGEN,POLO,2015-2019 GT TSI
7.0,5.0,Dealer,46.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC SV
2.0,9.0,Dealer,52.0,First Owner,Petrol,Manual,17.92,1086,62.1,5,HYUNDAI,SANTRO,XING GL PLUS
5.0,7.0,Dealer,84.0,First Owner,Diesel,Manual,15.96,2523,62.1,7,MAHINDRA,BOLERO,2011-2019 SLE
4.4,9.0,Dealer,38.0,First Owner,Petrol,Manual,17.1,1591,121.3,5,HYUNDAI,VERNA,1.6 SX VTVT (O)
4.25,6.0,Dealer,46.0,First Owner,Diesel,Manual,20.14,1498,88.5,5,VOLKSWAGEN,POLO,1.5 TDI COMFORTLINE
4.25,7.0,Dealer,49.753,First Owner,Diesel,Manual,20.14,1498,88.8,5,VOLKSWAGEN,POLO,1.5 TDI HIGHLINE
3.9,9.0,Dealer,69.0,First Owner,Petrol,Manual,16.8,1497,116.4,5,HONDA,CITY,S
2.45,13.0,Dealer,75.0,First Owner,Petrol,Manual,14.53,1798,138.1,5,TOYOTA,COROLLA,ALTIS G
5.5,8.0,Dealer,67.0,First Owner,Diesel,Manual,15.4,2179,120.0,9,MAHINDRA,SCORPIO,LX 4X4
7.3,3.0,Dealer,15.155,First Owner,Petrol,Automatic,19.56,1197,81.8,5,MARUTI,BALENO,ALPHA CVT
32.0,2.0,Individual,12.0,First Owner,Diesel,Automatic,12.9,2755,174.5,7,TOYOTA,FORTUNER,2016-2021 2.8 2WD AT BSIV
3.7,3.0,Dealer,36.984,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,1.2 ASTA
2.34,8.0,Dealer,89.103,First Owner,Diesel,Manual,22.07,1199,73.9,5,VOLKSWAGEN,POLO,DIESEL TRENDLINE 1.2L
2.25,8.0,Individual,70.0,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,MAGNA
52.0,9.0,Dealer,37.5,First Owner,Petrol,Automatic,6.0,5998,600.0,5,BENTLEY,CONTINENTAL,FLYING SPUR SPEED BSIV
14.24,8.0,Dealer,66.0,First Owner,Diesel,Automatic,17.32,1968,184.0,5,AUDI,Q3,2.0 TDI QUATTRO
41.0,3.0,Dealer,37.5,First Owner,Diesel,Automatic,12.51,2179,187.7,7,LAND-ROVER,DISCOVERY,SPORT 2015-2020 SD4 HSE LUXURY 7S
3.5,7.0,Individual,50.0,First Owner,Diesel,Manual,23.2,1248,73.94,5,MARUTI,RITZ,VDI
10.99,5.0,Dealer,50.0,First Owner,Diesel,Manual,16.0,1997,140.0,7,MAHINDRA,XUV500,W10 1.99 MHAWK
0.9,14.0,Individual,70.0,First Owner,Petrol,Manual,0.0,1086,62.0,5,HYUNDAI,SANTRO,XING GL
14.8,6.0,Dealer,44.0,First Owner,Diesel,Automatic,16.8,1984,150.0,5,VOLVO,V40,D3
1.85,8.0,Dealer,57.0,First Owner,Diesel,Manual,21.12,1248,88.8,5,TATA,MANZA,AURA QUADRAJET BS IV
14.5,4.0,Dealer,71.0,First Owner,Petrol,Automatic,14.28,1798,138.03,5,TOYOTA,COROLLA,ALTIS 1.8 VL CVT
13.65,7.0,Dealer,66.0,First Owner,Diesel,Automatic,19.27,2143,170.0,5,MERCEDES-BENZ,C-CLASS,C 220 CDI AVANTGARDE
5.0,5.0,Dealer,64.609,First Owner,Diesel,Automatic,21.58,1248,88.7,5,TATA,ZEST,AMT QUADRAJET 1.3 XMA
3.05,6.0,Individual,40.0,First Owner,Petrol,Manual,19.81,1086,68.05,5,HYUNDAI,I10,SPORTZ 1.1L
4.25,5.0,Dealer,62.58,First Owner,Diesel,Manual,24.0,1120,70.0,5,HYUNDAI,GRAND,I10 CRDI SPORTZ CELEBRATION EDITION
12.01,10.0,Dealer,83.0,First Owner,Diesel,Automatic,0.0,2987,165.0,5,MERCEDES-BENZ,M-CLASS,ML 350 4MATIC
9.55,6.0,Individual,50.0,First Owner,Diesel,Manual,16.0,2179,140.0,7,MAHINDRA,XUV500,W10 2WD
14.95,3.0,Dealer,45.0,First Owner,Diesel,Automatic,15.1,2179,152.87,7,MAHINDRA,XUV500,W9 AT
2.45,6.0,Dealer,52.0,First Owner,CNG,Manual,20.88,1196,61.7,5,MARUTI,EECO,CNG 5 SEATER AC
3.96,12.0,Dealer,70.0,First Owner,Petrol,Automatic,13.7,1798,157.75,5,SKODA,SUPERB,ELEGANCE 1.8 TSI AT
4.9,2.0,Dealer,22.0,First Owner,Petrol,Manual,21.5,1197,81.8,5,MARUTI,WAGON,R VXI 1.2 BSIV
5.5,6.0,Dealer,60.0,First Owner,Diesel,Manual,26.0,1498,98.6,5,HONDA,CITY,I DTEC SV
3.0,9.0,Individual,100.0,First Owner,Diesel,Manual,19.3,1248,73.9,5,MARUTI,SWIFT,DZIRE VDI
2.4,10.0,Dealer,48.634,First Owner,Petrol,Manual,16.6,1197,85.0,5,MARUTI,SWIFT,VXI WITH ABS
2.6,11.0,Dealer,65.0,First Owner,Petrol,Manual,17.5,1298,85.8,5,MARUTI,SWIFT,DZIRE VXI
3.35,9.0,Dealer,55.0,First Owner,Petrol,Manual,17.5,1197,85.8,5,MARUTI,SWIFT,DZIRE 1.2 VXI BSIV
14.99,7.0,Dealer,57.0,First Owner,Diesel,Automatic,13.2,2400,215.0,5,VOLVO,S60,D5 SUMMUM
5.35,4.0,Trustmark Dealer,24.278,First Owner,Petrol,Manual,18.6,1197,81.83,5,HYUNDAI,I20,MAGNA 1.2
5.25,3.0,Dealer,47.064,First Owner,Petrol,Automatic,23.1,998,67.04,5,MARUTI,CELERIO,ZXI AMT BSIV
3.25,8.0,Dealer,79.0,First Owner,Diesel,Manual,22.9,1248,74.0,5,MARUTI,SWIFT,VDI
10.95,2.0,Dealer,26.0,First Owner,Petrol,Automatic,18.15,998,118.35,5,HYUNDAI,VENUE,SX PLUS TURBO DCT BSIV
3.9,6.0,Dealer,30.041,First Owner,Petrol,Manual,21.21,1197,81.8,5,MARUTI,SWIFT,LXI
6.5,3.0,Dealer,11.0,First Owner,Petrol,Automatic,22.0,1197,81.8,5,MARUTI,SWIFT,DZIRE AMT VXI BS IV
4.95,5.0,Dealer,64.0,First Owner,Petrol,Manual,17.71,1197,78.9,5,TOYOTA,ETIOS,LIVA 1.2 G
5.25,7.0,Dealer,49.0,First Owner,Diesel,Manual,22.54,1396,88.73,5,HYUNDAI,I20,ASTA 1.4 CRDI
2.85,8.0,Dealer,53.569,First Owner,Diesel,Manual,22.9,1248,74.0,5,MARUTI,SWIFT,LDI
2.45,6.0,Dealer,38.0,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
11.45,1.0,Trustmark Dealer,0.581,First Owner,Petrol,Manual,18.0,998,118.35,5,HYUNDAI,VENUE,SX IMT
4.8,3.0,Individual,28.0,First Owner,Petrol,Manual,20.14,1197,81.86,5,HYUNDAI,XCENT,1.2 VTVT S
4.75,8.0,Dealer,81.0,First Owner,Petrol,Manual,17.1,1591,121.3,5,HYUNDAI,VERNA,1.6 SX VTVT (O)
5.25,6.0,Dealer,72.0,First Owner,Diesel,Manual,22.77,1498,98.59,5,FORD,ECOSPORT,2015-2021 1.5 TDCI TREND BSIV
3.0,11.0,Individual,50.0,First Owner,Petrol,Manual,17.5,1197,85.8,5,MARUTI,SWIFT,DZIRE 1.2 VXI BSIV
1.29,12.0,Dealer,63.0,First Owner,Petrol,Manual,20.51,998,67.04,5,MARUTI,WAGON,R VXI
17.0,8.0,Dealer,40.0,First Owner,Diesel,Automatic,16.36,2179,187.7,5,JAGUAR,XF,S 2.2
6.5,6.0,Dealer,81.645,First Owner,Diesel,Manual,19.01,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXZ
5.9,7.0,Individual,66.0,First Owner,Diesel,Manual,15.1,2179,140.0,7,MAHINDRA,XUV500,W6 2WD
1.29,13.0,Dealer,67.0,First Owner,Petrol,Manual,21.79,998,67.05,5,MARUTI,WAGON,R LXI
4.25,6.0,Dealer,56.0,First Owner,Petrol,Manual,20.85,1197,83.14,5,MARUTI,SWIFT,DZIRE VXI
12.0,4.0,Dealer,43.464,First Owner,Diesel,Automatic,16.0,2179,140.0,7,MAHINDRA,XUV500,AT W8 FWD
5.1,7.0,Dealer,76.0,First Owner,Diesel,Manual,21.14,1498,103.52,5,SKODA,RAPID,1.5 TDI ELEGANCE
5.25,9.0,Dealer,67.544,First Owner,Diesel,Automatic,17.2,1968,138.1,5,SKODA,SUPERB,ELEGANCE 2.0 TDI CR AT
6.75,2.0,Individual,26.6,First Owner,Diesel,Manual,21.5,1497,108.5,5,TATA,NEXON,1.5 REVOTORQ XM
14.85,4.0,Dealer,27.0,First Owner,Diesel,Manual,13.68,2393,147.8,7,TOYOTA,INNOVA,CRYSTA 2016-2020 2.4 GX MT BSIV
3.85,7.0,Dealer,72.001,First Owner,Petrol,Manual,19.1,1197,85.8,5,MARUTI,SWIFT,DZIRE VXI
6.85,5.0,Dealer,79.0,First Owner,Petrol,Manual,17.8,1497,117.3,5,HONDA,CITY,I VTEC V
2.55,6.0,Dealer,36.39,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
8.95,9.0,Dealer,67.0,First Owner,Diesel,Automatic,10.0,2148,170.0,5,MERCEDES-BENZ,E-CLASS,E 220 CDI AVANTGARDE
8.75,1.0,Dealer,2.5,First Owner,Petrol,Automatic,19.56,1197,81.8,5,TOYOTA,GLANZA,V CVT
4.95,6.0,Dealer,61.0,First Owner,Petrol,Manual,18.7,1199,88.7,5,HONDA,JAZZ,1.2 VX I VTEC
5.15,5.0,Dealer,50.0,First Owner,Petrol,Manual,19.1,1197,82.0,5,HYUNDAI,XCENT,1.2 KAPPA S
8.48,2.0,Dealer,27.0,First Owner,Petrol,Manual,20.73,1373,91.1,5,MARUTI,CIAZ,1.4 DELTA
5.25,5.0,Dealer,38.765,First Owner,Petrol,Manual,22.0,1197,81.8,5,MARUTI,SWIFT,ZXI
1.57,8.0,Individual,70.0,First Owner,Petrol,Manual,22.74,796,47.3,5,MARUTI,ALTO,800 LXI
4.15,8.0,Dealer,58.327,First Owner,Diesel,Manual,19.01,1461,108.45,5,RENAULT,DUSTER,110PS DIESEL RXZ PACK
9.95,2.0,Dealer,27.0,First Owner,Petrol,Manual,18.27,998,118.35,5,HYUNDAI,VENUE,SX DUAL TONE TURBO
9.99,13.0,Dealer,72.0,First Owner,Petrol,Automatic,10.13,3498,364.9,5,MERCEDES-BENZ,S-CLASS,S 350 L
29.25,7.0,Dealer,107.0,First Owner,Diesel,Automatic,12.0,2987,224.0,7,MERCEDES-BENZ,GL-CLASS,350 CDI LUXURY
12.85,3.0,Individual,15.0,First Owner,Diesel,Manual,16.36,2179,140.0,7,MAHINDRA,SCORPIO,S7 140 BSIV
2.49,9.0,Dealer,72.3,First Owner,Petrol,Manual,21.79,998,67.05,5,MARUTI,WAGON,R LXI
1.65,12.0,Dealer,97.341,First Owner,Petrol,Manual,20.36,1197,78.9,5,HYUNDAI,I10,MAGNA
